frame_229602,"[-0.6, 0.6]"
frame_726779,"[-0.6, 0.6]"
frame_927635,"[-0.6, 0.6]"
frame_888968,"[-0.6, 0.6]"
frame_355601,"[-0.6, 0.6]"
frame_710041,"[-0.6, 0.6]"
frame_285909,"[-0.6, 0.6]"
frame_994288,"[-0.6, 0.6]"
frame_493827,"[-0.6, 0.6]"
frame_819575,"[-0.6, 0.6]"
frame_592931,"[-0.6, 0.6]"
frame_867831,"[-0.6, 0.6]"
frame_738549,"[-0.6, 0.6]"
frame_971326,"[-0.6, 0.6]"
frame_584786,"[-0.6, 0.6]"
frame_419116,"[-0.6, 0.6]"
frame_879856,"[-0.6, 0.6]"
frame_718885,"[-0.6, 0.6]"
frame_191797,"[-0.6, 0.6]"
frame_087432,"[-0.6, 0.6]"
frame_360981,"[-0.6, 0.6]"
frame_853664,"[-0.6, 0.6]"
frame_315442,"[-0.6, 0.6]"
frame_950457,"[-0.6, 0.6]"
frame_931837,"[-0.6, 0.6]"
frame_295871,"[-0.6, 0.6]"
frame_998451,"[-0.6, 0.6]"
frame_202637,"[-0.6, 0.6]"
frame_130094,"[-0.6, 0.6]"
frame_083873,"[-0.6, 0.6]"
frame_025235,"[-0.6, 0.6]"
frame_507368,"[-0.6, 0.6]"
frame_056454,"[-0.6, 0.6]"
frame_381204,"[-0.6, 0.6]"
frame_533375,"[-0.6, 0.6]"
frame_726051,"[-0.6, 0.6]"
frame_970744,"[-0.6, 0.6]"
frame_424994,"[-0.6, 0.6]"
frame_916094,"[-0.6, 0.6]"
frame_193587,"[-0.6, 0.6]"
frame_837615,"[-0.6, 0.6]"
frame_319496,"[-0.6, 0.6]"
frame_068849,"[-0.6, 0.6]"
frame_083356,"[-0.6, 0.6]"
frame_408258,"[-0.6, 0.6]"
frame_430686,"[-0.6, 0.6]"
frame_950862,"[-0.6, 0.6]"
frame_652248,"[-0.6, 0.6]"
frame_921258,"[-0.6, 0.6]"
frame_601357,"[-0.6, 0.6]"
frame_777560,"[-0.6, 0.6]"
frame_611265,"[-0.6, 0.6]"
frame_928425,"[-0.6, 0.6]"
frame_571426,"[-0.6, 0.6]"
frame_314387,"[-0.6, 0.6]"
frame_505043,"[-0.6, 0.6]"
frame_808568,"[-0.6, 0.6]"
frame_804821,"[-0.6, 0.6]"
frame_404116,"[-0.6, 0.6]"
frame_334052,"[-0.6, 0.6]"
frame_245056,"[-0.6, 0.6]"
frame_086556,"[-0.6, 0.6]"
frame_919394,"[-0.6, 0.6]"
frame_527415,"[-0.6, 0.6]"
frame_761886,"[-0.6, 0.6]"
frame_153035,"[0, 1]"
frame_649099,"[0, 1]"
frame_531816,"[0, 1]"
frame_502249,"[0, 1]"
frame_131843,"[0, 1]"
frame_586010,"[0, 1]"
frame_259026,"[0, 1]"
frame_986551,"[0, 1]"
frame_938630,"[0, 1]"
frame_291445,"[0, 1]"
frame_719958,"[0, 1]"
frame_143585,"[0, 1]"
frame_626369,"[0, 1]"
frame_896831,"[0, 1]"
frame_321739,"[0, 1]"
frame_114843,"[0, 1]"
frame_646632,"[0, 1]"
frame_343154,"[0, 1]"
frame_153234,"[0, 1]"
frame_327832,"[0, 1]"
frame_118810,"[0, 1]"
frame_550415,"[0, 1]"
frame_789165,"[0, 1]"
frame_202584,"[0, 1]"
frame_071627,"[0, 1]"
frame_156585,"[0, 1]"
frame_094129,"[0, 1]"
frame_924836,"[0, 1]"
frame_740693,"[0, 1]"
frame_619357,"[0, 1]"
frame_318891,"[0, 1]"
frame_782870,"[0, 1]"
frame_040340,"[0, 1]"
frame_285025,"[0, 1]"
frame_532501,"[0, 1]"
frame_823583,"[0, 1]"
frame_997111,"[0, 1]"
frame_600949,"[0, 1]"
frame_586793,"[0, 1]"
frame_272358,"[0, 1]"
frame_466066,"[0, 1]"
frame_071209,"[0, 1]"
frame_218078,"[0, 1]"
frame_575920,"[0, 1]"
frame_035733,"[0, 1]"
frame_330436,"[0, 1]"
frame_153524,"[0, 1]"
frame_820986,"[0, 1]"
frame_603095,"[0, 1]"
frame_741787,"[0, 1]"
frame_628936,"[0, 1]"
frame_848325,"[-0.4, 0.8]"
frame_927219,"[-0.4, 0.8]"
frame_516026,"[-0.4, 0.8]"
frame_786943,"[-0.4, 0.8]"
frame_408979,"[-0.4, 0.8]"
frame_320387,"[-0.4, 0.8]"
frame_147380,"[-0.4, 0.8]"
frame_855259,"[-0.4, 0.8]"
frame_006512,"[-0.4, 0.8]"
frame_032556,"[-0.4, 0.8]"
frame_942404,"[-0.4, 0.8]"
frame_922879,"[-0.4, 0.8]"
frame_909410,"[-0.4, 0.8]"
frame_802779,"[-0.4, 0.8]"
frame_733264,"[-0.4, 0.8]"
frame_157805,"[-0.4, 0.8]"
frame_203389,"[-0.4, 0.8]"
frame_895227,"[-0.4, 0.8]"
frame_373257,"[-0.4, 0.8]"
frame_365890,"[-0.4, 0.8]"
frame_417558,"[-0.4, 0.8]"
frame_340110,"[-0.4, 0.8]"
frame_764134,"[-0.4, 0.8]"
frame_709327,"[-0.4, 0.8]"
frame_651019,"[-0.4, 0.8]"
frame_486487,"[-0.4, 0.8]"
frame_554520,"[-0.4, 0.8]"
frame_781739,"[-0.4, 0.8]"
frame_796294,"[-0.4, 0.8]"
frame_598257,"[-0.4, 0.8]"
frame_404929,"[-0.4, 0.8]"
frame_661290,"[-0.4, 0.8]"
frame_193202,"[-0.4, 0.8]"
frame_437217,"[-0.4, 0.8]"
frame_680912,"[-0.4, 0.8]"
frame_252186,"[-0.4, 0.8]"
frame_316377,"[-0.4, 0.8]"
frame_792178,"[-0.4, 0.8]"
frame_513324,"[-0.4, 0.8]"
frame_934968,"[-0.4, 0.8]"
frame_428791,"[-0.4, 0.8]"
frame_264261,"[-0.4, 0.8]"
frame_861307,"[-0.4, 0.8]"
frame_930485,"[-0.4, 0.8]"
frame_399170,"[-0.4, 0.8]"
frame_897135,"[-0.4, 0.8]"
frame_365506,"[-0.4, 0.8]"
frame_842540,"[-0.4, 0.8]"
frame_894572,"[-0.4, 0.8]"
frame_399780,"[-0.4, 0.8]"
frame_756622,"[-0.4, 0.8]"
frame_008387,"[-0.4, 0.8]"
frame_086271,"[-0.4, 0.8]"
frame_866109,"[-0.4, 0.8]"
frame_690895,"[-0.4, 0.8]"
frame_104716,"[-0.4, 0.8]"
frame_297417,"[-0.4, 0.8]"
frame_378138,"[-0.4, 0.8]"
frame_891508,"[-0.4, 0.8]"
frame_370334,"[-0.4, 0.8]"
frame_524567,"[-0.4, 0.8]"
frame_659557,"[-0.4, 0.8]"
frame_465050,"[-0.4, 0.8]"
frame_523063,"[-0.4, 0.8]"
frame_872135,"[-0.4, 0.8]"
frame_824177,"[-0.4, 0.8]"
frame_753100,"[-0.4, 0.8]"
frame_740396,"[-0.4, 0.8]"
frame_453927,"[-0.4, 0.8]"
frame_098494,"[-0.4, 0.8]"
frame_267482,"[-0.4, 0.8]"
frame_336039,"[-0.4, 0.8]"
frame_379097,"[-0.4, 0.8]"
frame_872392,"[-0.4, 0.8]"
frame_480297,"[-0.4, 0.8]"
frame_535364,"[-0.4, 0.8]"
frame_251593,"[-0.4, 0.8]"
frame_574890,"[-0.4, 0.8]"
frame_316352,"[-0.4, 0.8]"
frame_210039,"[-0.4, 0.8]"
frame_296126,"[-0.4, 0.8]"
frame_406694,"[-0.4, 0.8]"
frame_817967,"[-0.4, 0.8]"
frame_310080,"[-0.4, 0.8]"
frame_861559,"[-0.4, 0.8]"
frame_614091,"[-0.4, 0.8]"
frame_560818,"[-0.4, 0.8]"
frame_908195,"[-0.4, 0.8]"
frame_164842,"[-0.4, 0.8]"
frame_445673,"[-0.4, 0.8]"
frame_034275,"[-0.4, 0.8]"
frame_121786,"[-0.4, 0.8]"
frame_550120,"[-0.4, 0.8]"
frame_730348,"[-0.4, 0.8]"
frame_102452,"[-0.4, 0.8]"
frame_708197,"[-0.4, 0.8]"
frame_395396,"[-0.4, 0.8]"
frame_237236,"[-0.4, 0.8]"
frame_515241,"[-0.4, 0.8]"
frame_477227,"[-0.4, 0.8]"
frame_839760,"[-0.4, 0.8]"
frame_875238,"[-0.4, 0.8]"
frame_715684,"[-0.4, 0.8]"
frame_246068,"[-0.4, 0.8]"
frame_681471,"[-0.4, 0.8]"
frame_031464,"[-0.4, 0.8]"
frame_007411,"[-0.4, 0.8]"
frame_860927,"[-0.4, 0.8]"
frame_087889,"[-0.4, 0.8]"
frame_890508,"[-0.4, 0.8]"
frame_068884,"[-0.4, 0.8]"
frame_950174,"[-0.4, 0.8]"
frame_857876,"[-0.4, 0.8]"
frame_259075,"[-0.4, 0.8]"
frame_066958,"[-0.4, 0.8]"
frame_704743,"[-0.4, 0.8]"
frame_093579,"[-0.4, 0.8]"
frame_615418,"[-0.4, 0.8]"
frame_256128,"[-0.4, 0.8]"
frame_048939,"[-0.4, 0.8]"
frame_734484,"[-0.4, 0.8]"
frame_993776,"[-0.4, 0.8]"
frame_269902,"[-0.4, 0.8]"
frame_418831,"[-0.4, 0.8]"
frame_081431,"[-0.4, 0.8]"
frame_246249,"[-0.4, 0.8]"
frame_063437,"[-0.4, 0.8]"
frame_173397,"[-0.6, 0.6]"
frame_627742,"[-0.6, 0.6]"
frame_652606,"[-0.6, 0.6]"
frame_398324,"[-0.6, 0.6]"
frame_961136,"[-0.6, 0.6]"
frame_084432,"[-0.6, 0.6]"
frame_871509,"[-0.6, 0.6]"
frame_349914,"[-0.6, 0.6]"
frame_843974,"[-0.6, 0.6]"
frame_178389,"[-0.6, 0.6]"
frame_432819,"[-0.6, 0.6]"
frame_573768,"[-0.6, 0.6]"
frame_935850,"[-0.6, 0.6]"
frame_918324,"[-0.6, 0.6]"
frame_064431,"[-0.6, 0.6]"
frame_150338,"[-0.6, 0.6]"
frame_097751,"[-0.6, 0.6]"
frame_461304,"[-0.6, 0.6]"
frame_729390,"[-0.6, 0.6]"
frame_409485,"[-0.6, 0.6]"
frame_448935,"[-0.6, 0.6]"
frame_339569,"[-0.6, 0.6]"
frame_630988,"[-0.6, 0.6]"
frame_921847,"[-0.6, 0.6]"
frame_339833,"[-0.6, 0.6]"
frame_434459,"[-0.6, 0.6]"
frame_864104,"[-0.6, 0.6]"
frame_864951,"[-0.6, 0.6]"
frame_624011,"[-0.6, 0.6]"
frame_470411,"[-0.6, 0.6]"
frame_248771,"[-0.6, 0.6]"
frame_009755,"[-0.6, 0.6]"
frame_601668,"[-0.6, 0.6]"
frame_474955,"[-0.6, 0.6]"
frame_994360,"[-0.6, 0.6]"
frame_280918,"[-0.6, 0.6]"
frame_184729,"[-0.6, 0.6]"
frame_342482,"[-0.6, 0.6]"
frame_100883,"[-0.6, 0.6]"
frame_947192,"[-0.6, 0.6]"
frame_758660,"[-0.6, 0.6]"
frame_911569,"[-0.6, 0.6]"
frame_999118,"[-0.6, 0.6]"
frame_850664,"[-0.6, 0.6]"
frame_769332,"[-0.6, 0.6]"
frame_353848,"[-0.6, 0.6]"
frame_903245,"[-0.6, 0.6]"
frame_829052,"[-0.6, 0.6]"
frame_572863,"[-0.6, 0.6]"
frame_747018,"[-0.6, 0.6]"
frame_869522,"[-0.6, 0.6]"
frame_557081,"[-0.6, 0.6]"
frame_884244,"[-0.6, 0.6]"
frame_577011,"[-0.6, 0.6]"
frame_865823,"[-0.6, 0.6]"
frame_952325,"[-0.6, 0.6]"
frame_717109,"[-0.6, 0.6]"
frame_277777,"[-0.6, 0.6]"
frame_877259,"[-0.6, 0.6]"
frame_418649,"[-0.6, 0.6]"
frame_793738,"[-0.6, 0.6]"
frame_502499,"[-0.6, 0.6]"
frame_312100,"[-0.6, 0.6]"
frame_588144,"[-0.6, 0.6]"
frame_426490,"[-0.6, 0.6]"
frame_946744,"[0, 1]"
frame_508904,"[0, 1]"
frame_008409,"[0, 1]"
frame_373335,"[0, 1]"
frame_969009,"[0, 1]"
frame_873846,"[0, 1]"
frame_737170,"[0, 1]"
frame_706840,"[0, 1]"
frame_455374,"[0, 1]"
frame_601304,"[0, 1]"
frame_877471,"[0, 1]"
frame_043921,"[0, 1]"
frame_626929,"[0, 1]"
frame_250347,"[0, 1]"
frame_184595,"[0, 1]"
frame_812212,"[0, 1]"
frame_993414,"[0, 1]"
frame_082702,"[0, 1]"
frame_721576,"[0, 1]"
frame_372657,"[0, 1]"
frame_385372,"[0, 1]"
frame_718417,"[0, 1]"
frame_199481,"[0, 1]"
frame_149944,"[0, 1]"
frame_973413,"[0, 1]"
frame_941479,"[0, 1]"
frame_915675,"[0, 1]"
frame_513482,"[0, 1]"
frame_088030,"[0, 1]"
frame_654306,"[0, 1]"
frame_322663,"[0, 1]"
frame_703066,"[0, 1]"
frame_231259,"[0, 1]"
frame_288033,"[0, 1]"
frame_764756,"[0, 1]"
frame_797995,"[0, 1]"
frame_026799,"[0.4, 0.8]"
frame_964325,"[0.4, 0.8]"
frame_984851,"[0.4, 0.8]"
frame_353020,"[0.4, 0.8]"
frame_398403,"[0.4, 0.8]"
frame_520201,"[0.4, 0.8]"
frame_894026,"[0.4, 0.8]"
frame_304594,"[0.4, 0.8]"
frame_604203,"[0.4, 0.8]"
frame_142251,"[0.4, 0.8]"
frame_007765,"[0.4, 0.8]"
frame_351857,"[0.4, 0.8]"
frame_442856,"[0.4, 0.8]"
frame_363096,"[0.4, 0.8]"
frame_513776,"[0.4, 0.8]"
frame_035863,"[0.4, 0.8]"
frame_128180,"[0.4, 0.8]"
frame_133835,"[0.6, 0.8]"
frame_542688,"[0.6, 0.8]"
frame_050687,"[0.6, 0.8]"
frame_861469,"[0.6, 0.8]"
frame_862356,"[0.6, 0.8]"
frame_933816,"[0.6, 0.8]"
frame_076654,"[0.6, 0.6]"
frame_769186,"[0.6, 0.6]"
frame_197942,"[0.6, 0.6]"
frame_375107,"[0.6, 0.6]"
frame_283612,"[0.6, 0.6]"
frame_152745,"[0.6, 0.6]"
frame_888189,"[0.6, 0.6]"
frame_120455,"[0.6, 0.6]"
frame_234734,"[0.6, 0.6]"
frame_667412,"[0.6, 0.6]"
frame_576681,"[0.6, 0.6]"
frame_825992,"[0.6, 0.6]"
frame_628947,"[0.6, 0.6]"
frame_394293,"[0.6, 0.6]"
frame_470196,"[0.6, 0.6]"
frame_803097,"[0.6, 0.6]"
frame_555332,"[0.6, 0.6]"
frame_568475,"[0.6, 0.6]"
frame_355810,"[0.6, 0.6]"
frame_604458,"[0.6, 0.6]"
frame_450893,"[0.6, 0.6]"
frame_786699,"[0.6, 0.6]"
frame_269462,"[0.6, 0.6]"
frame_717062,"[0.6, 0.6]"
frame_472713,"[0.6, 0.6]"
frame_246730,"[0.6, 0.6]"
frame_045970,"[0.6, 0.6]"
frame_803610,"[0.6, 0.6]"
frame_141745,"[0.6, 0.6]"
frame_567976,"[0.6, 0.6]"
frame_233069,"[0.6, 0.6]"
frame_719361,"[0.6, 0.6]"
frame_547867,"[0.6, 0.6]"
frame_085624,"[0.6, 0.6]"
frame_214358,"[0.6, 0.6]"
frame_591628,"[0.6, 0.6]"
frame_358863,"[0.6, 0.6]"
frame_055024,"[0.6, 0.6]"
frame_184174,"[0.6, 0.6]"
frame_269101,"[0.6, 0.6]"
frame_427166,"[0.6, 0.6]"
frame_704336,"[0.6, 0.6]"
frame_893994,"[0.6, 0.6]"
frame_036745,"[0.6, 0.6]"
frame_954333,"[0.6, 0.6]"
frame_948096,"[0.6, 0.6]"
frame_638989,"[0.6, 0.6]"
frame_242996,"[0.6, 0.6]"
frame_156117,"[0.6, 0.6]"
frame_441754,"[0.6, 0.6]"
frame_895906,"[0.6, 0.6]"
frame_543872,"[0.6, 0.6]"
frame_325200,"[0.6, 0.6]"
frame_148895,"[0.6, 0.6]"
frame_451552,"[0.6, 0.6]"
frame_217176,"[0.6, 0.6]"
frame_794299,"[0.6, 0.6]"
frame_548155,"[0.6, 0.6]"
frame_154757,"[1, 0.6]"
frame_698197,"[1, 0.6]"
frame_574190,"[1, 0.6]"
frame_080301,"[1, 0.6]"
frame_811592,"[1, 0.6]"
frame_123785,"[1, 0.6]"
frame_670253,"[1, 0.6]"
frame_933215,"[1, 0.6]"
frame_463600,"[1, 0.6]"
frame_474754,"[1, 0.6]"
frame_286121,"[1, 0.6]"
frame_528181,"[1, 0.6]"
frame_694996,"[1, 0.6]"
frame_962764,"[1, 0.6]"
frame_983285,"[1, 0.6]"
frame_382607,"[1, 0.6]"
frame_002251,"[1, 0.6]"
frame_058523,"[1, 0.6]"
frame_407755,"[1, 0.6]"
frame_014836,"[1, 0.6]"
frame_717675,"[1, 0.6]"
frame_976772,"[1, 0.6]"
frame_414057,"[1, 0.6]"
frame_355859,"[1, 0.6]"
frame_883238,"[1, 0.6]"
frame_695279,"[1, 0.6]"
frame_485061,"[1, 0.6]"
frame_335723,"[1, 0.6]"
frame_233666,"[1, 0.6]"
frame_291832,"[1, 0.6]"
frame_209073,"[1, 0.6]"
frame_577969,"[1, 0.6]"
frame_460409,"[1, 0.6]"
frame_003796,"[1, 0.6]"
frame_977868,"[1, 0.6]"
frame_360865,"[1, 0.6]"
frame_736953,"[1, 0.6]"
frame_786548,"[1, 0.6]"
frame_061015,"[1, 0.6]"
frame_137264,"[1, 0.6]"
frame_309446,"[1, 0.6]"
frame_856663,"[1, 0.6]"
frame_783134,"[1, 0.6]"
frame_991285,"[1, 0.6]"
frame_712025,"[1, 0.6]"
frame_773193,"[0.4, 0.6]"
frame_769946,"[0.4, 0.6]"
frame_846348,"[0.4, 0.6]"
frame_070134,"[0.4, 0.6]"
frame_289687,"[0.4, 0.6]"
frame_239925,"[0.4, 0.6]"
frame_552055,"[0.4, 0.6]"
frame_136738,"[0.4, 0.6]"
frame_160391,"[0.4, 0.6]"
frame_912297,"[0.4, 0.6]"
frame_843860,"[0.4, 0.6]"
frame_352110,"[0.4, 0.6]"
frame_764508,"[0.4, 0.6]"
frame_427403,"[0.4, 0.6]"
frame_370144,"[0.4, 0.6]"
frame_729610,"[0.4, 0.6]"
frame_038815,"[0.4, 0.6]"
frame_927590,"[0.4, 0.6]"
frame_155726,"[0.4, 0.6]"
frame_523543,"[0.4, 0.6]"
frame_851204,"[0.4, 0.6]"
frame_624109,"[0.4, 0.6]"
frame_160596,"[0.4, 0.6]"
frame_818309,"[0.4, 0.6]"
frame_510636,"[0.4, 0.6]"
frame_269555,"[0.4, 0.6]"
frame_921987,"[0.4, 0.6]"
frame_723759,"[0.6, 0.6]"
frame_424998,"[0.6, 0.6]"
frame_228550,"[0.6, 0.6]"
frame_098851,"[0.6, 0.6]"
frame_405575,"[0.6, 0.6]"
frame_435383,"[0.6, 0.6]"
frame_925291,"[0.6, 0.6]"
frame_206563,"[0.6, 0.6]"
frame_514306,"[0.6, 0.6]"
frame_710273,"[0.6, 0.6]"
frame_686212,"[0.6, 0.6]"
frame_362086,"[0.6, 0.6]"
frame_910652,"[0.6, 0.6]"
frame_560997,"[0.6, 0.6]"
frame_914445,"[0.6, 0.6]"
frame_377986,"[0.6, 0.6]"
frame_298913,"[0.6, 0.6]"
frame_459613,"[0.6, 0.6]"
frame_451821,"[0.6, 0.6]"
frame_540880,"[0.8, 0.4]"
frame_208503,"[0.8, 0.4]"
frame_173723,"[0.8, 0.4]"
frame_702734,"[0.8, 0.4]"
frame_298816,"[0.8, 0.4]"
frame_156810,"[0.8, 0.4]"
frame_409741,"[0.8, 0.4]"
frame_525243,"[0.6, 0.6]"
frame_840958,"[0.6, 0.6]"
frame_823645,"[0.6, 0.6]"
frame_990393,"[0.6, 0.6]"
frame_633726,"[0.6, 0.6]"
frame_855269,"[0.6, 0.6]"
frame_254996,"[0.6, 0.6]"
frame_107378,"[0.6, 0.6]"
frame_714971,"[0.6, 0.6]"
frame_103435,"[0.6, 0.6]"
frame_840377,"[0.6, 0.6]"
frame_339156,"[0.6, 0.6]"
frame_489320,"[0.6, 0.6]"
frame_754979,"[0.6, 0.6]"
frame_453198,"[0.6, 0.6]"
frame_028587,"[0.6, 0.6]"
frame_408749,"[0.6, 0.6]"
frame_001563,"[0.6, 0.6]"
frame_230832,"[0.6, 0.6]"
frame_615711,"[0.6, 0.6]"
frame_879399,"[0.6, 0.6]"
frame_082642,"[0.6, 0.6]"
frame_961781,"[0.6, 0.6]"
frame_538194,"[0.6, 0.6]"
frame_815661,"[0.6, 0.6]"
frame_881999,"[0.6, 0.6]"
frame_594224,"[0.6, 0.6]"
frame_013471,"[0.6, 0.6]"
frame_654658,"[0.6, 0.6]"
frame_167669,"[0.6, 0.6]"
frame_137410,"[0.6, 0.6]"
frame_388925,"[0.6, 0.6]"
frame_949772,"[0.6, 0.6]"
frame_344429,"[0.6, 0.6]"
frame_036760,"[0.6, 0.6]"
frame_240750,"[0.6, 0.6]"
frame_421962,"[0.6, 0.6]"
frame_613458,"[0.8, 0.6]"
frame_060483,"[0.8, 0.6]"
frame_376652,"[0.8, 0.6]"
frame_477481,"[0.8, 0.6]"
frame_977025,"[0.8, 0.6]"
frame_622292,"[0.8, 0.6]"
frame_267552,"[0.8, 0.6]"
frame_459692,"[0.8, 0.6]"
frame_003434,"[0.8, 0.6]"
frame_501523,"[0.8, 0.6]"
frame_944153,"[0.6, 0.6]"
frame_616394,"[0.6, 0.6]"
frame_738067,"[0.6, 0.6]"
frame_282528,"[0.6, 0.6]"
frame_111504,"[0.6, 0.6]"
frame_465963,"[0.6, 0.6]"
frame_786655,"[0.6, 0.6]"
frame_661396,"[0.6, 0.6]"
frame_728859,"[0.6, 0.6]"
frame_970327,"[0.6, 0.6]"
frame_326613,"[0.6, 0.6]"
frame_004762,"[0.6, 0.6]"
frame_965371,"[0.6, 0.6]"
frame_720040,"[0.6, 0.6]"
frame_491853,"[0.6, 0.6]"
frame_596936,"[0.6, 0.6]"
frame_341392,"[0.6, 0.6]"
frame_229107,"[0.6, 0.6]"
frame_533893,"[0.6, 0.6]"
frame_833300,"[0.6, 0.6]"
frame_637148,"[0.6, 0.6]"
frame_197196,"[0.6, 0.6]"
frame_484918,"[0.6, 0.6]"
frame_414114,"[0.6, 0.6]"
frame_791205,"[0.6, 0.6]"
frame_366569,"[0.6, 0.6]"
frame_418120,"[0.6, 0.6]"
frame_016119,"[0.6, 0.6]"
frame_114885,"[0.6, 0.6]"
frame_832157,"[0.6, 0.6]"
frame_450022,"[0.6, 0.6]"
frame_261756,"[0.6, 0.6]"
frame_914853,"[0.6, 0.6]"
frame_560288,"[0.6, 0.6]"
frame_193490,"[0.6, 0.6]"
frame_631929,"[0.6, 0.6]"
frame_413601,"[0.6, 0.6]"
frame_412994,"[0.6, 0.6]"
frame_317436,"[0.6, 0.6]"
frame_751202,"[0.6, 0.6]"
frame_021478,"[0.6, 0.6]"
frame_132517,"[0.6, 0.6]"
frame_044571,"[0.6, 0.6]"
frame_216892,"[0.6, 0.6]"
frame_514237,"[0.6, 0.6]"
frame_874796,"[0.6, 0.6]"
frame_463322,"[0.6, 0.6]"
frame_643630,"[0.6, 0.6]"
frame_436057,"[0.6, 0.6]"
frame_645968,"[0.6, 0.6]"
frame_257211,"[0.6, 0.6]"
frame_214732,"[0.6, 0.6]"
frame_211665,"[0.6, 0.6]"
frame_608482,"[0.6, 0.6]"
frame_522768,"[0.6, 0.6]"
frame_751258,"[0.6, 0.6]"
frame_313774,"[0.6, 0.6]"
frame_523638,"[0.6, 0.6]"
frame_732669,"[0.6, 0.6]"
frame_776083,"[0.6, 0.6]"
frame_604169,"[0.6, 0.6]"
frame_309372,"[0.6, 0.6]"
frame_397527,"[0.6, 0.6]"
frame_610634,"[0.6, 0.6]"
frame_070844,"[0.6, 0.6]"
frame_397409,"[0.6, 0.6]"
frame_672635,"[0.6, 0.6]"
frame_860578,"[0.6, 0.6]"
frame_296017,"[0.6, 0.6]"
frame_267034,"[0.6, 0.6]"
frame_244808,"[0.6, 0.6]"
frame_935614,"[0.6, 0.6]"
frame_208986,"[0.6, 0.6]"
frame_771103,"[0.6, 0.6]"
frame_970037,"[0.6, 0.6]"
frame_423072,"[0.6, 0.6]"
frame_348583,"[0.6, 0.6]"
frame_958170,"[0.6, 0.6]"
frame_205819,"[0.6, 0.6]"
frame_439690,"[0.6, 0.6]"
frame_018257,"[0.6, 0.6]"
frame_041905,"[0.6, 0.6]"
frame_733544,"[0.6, 0.6]"
frame_687567,"[0.6, 0.6]"
frame_933334,"[0.6, 0.6]"
frame_890565,"[0.6, 0.6]"
frame_218015,"[0.6, 0.6]"
frame_363381,"[0.6, 0.6]"
frame_073487,"[0.6, 0.6]"
frame_937584,"[0.6, 0.6]"
frame_742082,"[0.6, 0.6]"
frame_446334,"[0.6, 0.6]"
frame_676242,"[0.6, 0.6]"
frame_146450,"[0.6, 0.6]"
frame_462808,"[0.6, 0.6]"
frame_936851,"[0.6, 0.6]"
